date,team,title,summary,source,url
2026-09-11,Boys Varsity Football,Mustangs roll past Cleveland Heights 45-18,"Andrew Cox had two interceptions, Ethan Wolfe scored rushing and receiving touchdowns, and Kendrick Boddie took over late with a 49-yard run.",Kee On Sports,https://keeonsports.com/strongsville-mustangs-beat-the-cleveland-heights-tigers-45-18
